COD_DIGNIDAD|COD_PROVINCIA|COD_CANTON|COD_CIRCUNSCRIPCION|COD_PARROQUIA|COD_ZONA|NUM_JUNTA|SEX_JUNTA|COD_JUNTA|NUM_PARTIDO|COD_PARTIDO|NUM_SUF_ACTA|BLANCOS|NULOS|FIN_RESULTADO
1|2|185|0|5350|1|19|F|53438|21006|1021|266|17|21|92
1|2|185|0|5350|1|19|M|53457|1005|1030|296|18|21|85
1|2|185|0|5350|1|19|M|53457|21006|1021|299|18|27|72
1|2|185|0|5350|1|20|M|53458|1005|1030|323|5|18|123
1|2|185|0|5350|1|20|M|53458|21006|1021|315|5|30|168
1|2|185|0|5350|2|1|F|53459|1005|1030|210|11|35|107
1|2|185|0|5350|2|1|F|53459|21006|1021|217|11|30|44
1|2|185|0|5350|2|1|M|53460|1005|1030|220|7|49|90
1|2|185|0|5350|2|1|M|53460|21006|1021|218|7|42|52
1|2|760|0|6340|1|1|F|53461|1005|1030|301|11|21|72
1|2|760|0|6340|1|1|F|53461|21006|1021|299|11|35|55
1|2|760|0|6340|1|1|M|53481|1005|1030|299|23|17|112
1|2|760|0|6340|1|1|M|53481|21006|1021|292|23|30|70
1|2|760|0|6340|1|2|F|53462|1005|1030|314|14|14|80
1|2|760|0|6340|1|2|F|53462|21006|1021|310|14|18|77
1|2|760|0|6340|1|2|M|53482|1005|1030|300|14|25|86
1|2|760|0|6340|1|2|M|53482|21006|1021|296|14|29|66
1|2|760|0|6340|1|3|F|53463|1005|1030|301|18|17|72
1|2|760|0|6340|1|3|F|53463|21006|1021|312|18|29|73
1|2|760|0|6340|1|3|M|53483|1005|1030|303|9|9|93
1|2|760|0|6340|1|3|M|53483|21006|1021|300|9|22|78
1|2|760|0|6340|1|4|F|53464|1005|1030|292|22|20|87
1|2|760|0|6340|1|4|F|53464|21006|1021|295|22|21|49
1|2|760|0|6340|1|4|M|53484|1005|1030|309|4|29|96
1|2|760|0|6340|1|4|M|53484|21006|1021|309|4|33|68
1|2|760|0|6340|1|5|F|53465|1005|1030|307|13|25|88
1|2|760|0|6340|1|5|F|53465|21006|1021|300|13|37|58
1|2|760|0|6340|1|5|M|53485|1005|1030|292|9|37|74
1|2|760|0|6340|1|5|M|53485|21006|1021|299|9|30|42
1|2|760|0|6340|1|6|F|53466|1005|1030|291|10|20|54
1|2|760|0|6340|1|6|F|53466|21006|1021|300|10|35|96
1|2|760|0|6340|1|6|M|53486|1005|1030|296|9|33|90
1|2|760|0|6340|1|6|M|53486|21006|1021|292|9|13|108
1|2|760|0|6340|1|7|F|53467|1005|1030|302|11|41|60
1|2|760|0|6340|1|7|F|53467|21006|1021|292|11|35|83
1|2|760|0|6340|1|7|M|53487|1005|1030|299|18|17|107
1|2|760|0|6340|1|7|M|53487|21006|1021|307|18|15|84
1|2|760|0|6340|1|8|F|53468|1005|1030|319|7|20|69
1|2|760|0|6340|1|8|F|53468|21006|1021|307|7|29|50
1|2|760|0|6340|1|8|M|53488|1005|1030|281|9|13|76
1|2|760|0|6340|1|8|M|53488|21006|1021|286|9|21|38
1|2|760|0|6340|1|9|F|53469|1005|1030|321|13|34|69
1|2|760|0|6340|1|9|F|53469|21006|1021|310|13|42|61
1|2|760|0|6340|1|9|M|53489|1005|1030|282|7|20|86
1|2|760|0|6340|1|9|M|53489|21006|1021|276|7|23|121
1|2|760|0|6340|1|10|F|53470|1005|1030|309|10|48|110
1|2|760|0|6340|1|10|F|53470|21006|1021|299|10|34|66
1|2|760|0|6340|1|10|M|53490|1005|1030|303|4|31|107
1|2|760|0|6340|1|10|M|53490|21006|1021|308|4|43|62
1|2|760|0|6340|1|11|F|53471|1005|1030|293|7|24|69
1|2|760|0|6340|1|11|F|53471|21006|1021|296|7|31|54
1|2|760|0|6340|1|11|M|53491|1005|1030|300|13|25|78
1|2|760|0|6340|1|11|M|53491|21006|1021|292|13|27|58
1|2|760|0|6340|1|12|F|53472|1005|1030|310|10|32|56
1|2|760|0|6340|1|12|F|53472|21006|1021|319|10|38|60
1|2|760|0|6340|1|12|M|53492|1005|1030|301|16|20|83
1|2|760|0|6340|1|12|M|53492|21006|1021|304|16|23|75
1|2|760|0|6340|1|13|F|53473|1005|1030|314|14|30|55
1|2|760|0|6340|1|13|F|53473|21006|1021|302|14|39|56
1|2|760|0|6340|1|13|M|53493|1005|1030|289|8|27|94
1|2|760|0|6340|1|13|M|53493|21006|1021|295|8|21|64
1|2|760|0|6340|1|14|F|53474|1005|1030|307|9|14|69
1|2|760|0|6340|1|14|F|53474|21006|1021|301|9|18|74
1|2|760|0|6340|1|14|M|53494|1005|1030|294|8|29|66
1|2|760|0|6340|1|14|M|53494|21006|1021|295|8|25|44
1|2|760|0|6340|1|15|F|53475|1005|1030|308|10|16|73
1|2|760|0|6340|1|15|F|53475|21006|1021|297|10|26|75
1|2|760|0|6340|1|15|M|53495|1005|1030|296|9|21|91
1|2|760|0|6340|1|15|M|53495|21006|1021|282|9|15|63
1|2|760|0|6340|1|16|F|53476|1005|1030|298|9|34|82
1|2|760|0|6340|1|16|F|53476|21006|1021|292|9|36|62
1|2|760|0|6340|1|16|M|53496|1005|1030|300|3|28|57
1|2|760|0|6340|1|16|M|53496|21006|1021|307|3|38|75
1|2|760|0|6340|1|17|F|53477|1005|1030|305|8|30|78
1|2|760|0|6340|1|17|F|53477|21006|1021|303|8|34|54
1|2|760|0|6340|1|17|M|53497|1005|1030|262|4|16|86
1|2|760|0|6340|1|17|M|53497|21006|1021|280|4|14|59
1|2|760|0|6340|1|18|F|53478|1005|1030|313|11|16|69
1|2|760|0|6340|1|18|F|53478|21006|1021|304|11|17|53
1|2|760|0|6340|1|18|M|53498|1005|1030|300|3|38|69
1|2|760|0|6340|1|18|M|53498|21006|1021|294|3|20|63
1|2|760|0|6340|1|19|F|53479|1005|1030|284|14|31|120
1|2|760|0|6340|1|19|F|53479|21006|1021|295|14|20|62
1|2|760|0|6340|1|19|M|53499|1005|1030|289|4|28|111
1|2|760|0|6340|1|19|M|53499|21006|1021|300|4|28|72
1|2|760|0|6340|1|20|F|53480|1005|1030|127|4|10|21
1|2|760|0|6340|1|20|F|53480|21006|1021|109|4|8|35
1|2|760|0|6340|1|20|M|53500|1005|1030|212|4|9|65
1|2|760|0|6340|1|20|M|53500|21006|1021|211|4|18|46
1|2|760|0|6340|2|1|F|53501|1005|1030|58|2|16|17
1|2|760|0|6340|2|1|F|53501|21006|1021|64|2|3|16
1|2|760|0|6340|2|1|M|53502|1005|1030|82|1|17|25
1|2|760|0|6340|2|1|M|53502|21006|1021|73|1|16|19
1|2|760|0|6340|3|1|F|53503|1005|1030|66|1|0|41
1|2|760|0|6340|3|1|F|53503|21006|1021|71|1|19|28
1|2|760|0|6340|3|1|M|53504|1005|1030|82|3|20|39
1|2|760|0|6340|3|1|M|53504|21006|1021|91|3|5|33
1|2|760|0|6340|4|1|F|53505|1005|1030|92|1|5|79
1|2|760|0|6340|4|1|F|53505|21006|1021|90|1|7|30
1|2|760|0|6340|4|1|M|53506|1005|1030|101|3|3|81
1|2|760|0|6340|4|1|M|53506|21006|1021|94|3|5|42
1|2|950|0|6470|1|1|F|53507|1005|1030|294|15|46|132
1|2|950|0|6470|1|1|F|53507|21006|1021|297|15|45|36
1|2|950|0|6470|1|1|M|53515|1005|1030|321|8|21|115
1|2|950|0|6470|1|1|M|53515|21006|1021|318|8|14|60
1|2|950|0|6470|1|2|F|53508|1005|1030|318|20|44|151
1|2|950|0|6470|1|2|F|53508|21006|1021|318|20|35|42
1|2|950|0|6470|1|2|M|53516|1005|1030|291|13|25|136
1|2|950|0|6470|1|2|M|53516|21006|1021|289|13|12|37
1|2|950|0|6470|1|3|F|53509|1005|1030|315|10|30|142
1|2|950|0|6470|1|3|F|53509|21006|1021|308|10|36|49
1|2|950|0|6470|1|3|M|53517|1005|1030|291|6|23|99
1|2|950|0|6470|1|3|M|53517|21006|1021|300|6|12|57
1|2|950|0|6470|1|4|F|53510|1005|1030|300|15|20|92
1|2|950|0|6470|1|4|F|53510|21006|1021|295|15|27|41
1|2|950|0|6470|1|4|M|53518|1005|1030|313|6|22|103
1|2|950|0|6470|1|4|M|53518|21006|1021|315|6|18|37
1|2|950|0|6470|1|5|F|53511|1005|1030|302|11|33|151
1|2|950|0|6470|1|5|F|53511|21006|1021|316|11|29|52
1|2|950|0|6470|1|5|M|53519|1005|1030|324|12|27|113
1|2|950|0|6470|1|5|M|53519|21006|1021|310|12|25|56
1|2|950|0|6470|1|6|F|53512|1005|1030|309|21|44|106
1|2|950|0|6470|1|6|F|53512|21006|1021|313|21|39|44
1|2|950|0|6470|1|6|M|53520|1005|1030|303|9|17|139
1|2|950|0|6470|1|6|M|53520|21006|1021|309|9|27|72
1|2|950|0|6470|1|7|F|53513|1005|1030|318|8|29|141
1|2|950|0|6470|1|7|F|53513|21006|1021|313|8|35|53
1|2|950|0|6470|1|7|M|53521|1005|1030|302|27|17|132
1|2|950|0|6470|1|7|M|53521|21006|1021|311|27|10|55
1|2|950|0|6470|1|8|F|53514|1005|1030|152|6|21|75
1|2|950|0|6470|1|8|F|53514|21006|1021|167|6|26|25
1|2|950|0|6470|1|8|M|53522|1005|1030|300|13|29|98
1|2|950|0|6470|1|8|M|53522|21006|1021|290|13|28|52
1|2|950|0|6470|2|1|F|53523|1005|1030|65|1|14|24
1|2|950|0|6470|2|1|F|53523|21006|1021|73|1|8|18
1|2|950|0|6470|2|1|M|53524|1005|1030|66|2|14|20
1|2|950|0|6470|2|1|M|53524|21006|1021|71|2|9|14
1|2|950|0|6475|0|1|F|53525|1005|1030|365|17|45|177
1|2|950|0|6475|0|1|F|53525|21006|1021|368|17|36|71
1|2|950|0|6475|0|1|M|53526|1005|1030|307|11|31|155
1|2|950|0|6475|0|1|M|53526|21006|1021|305|11|26|94
1|2|950|0|6475|0|2|M|53527|1005|1030|78|3|13|40
1|2|950|0|6475|0|2|M|53527|21006|1021|79|3|0|15
1|3|235|0|585|0|1|F|53528|1005|1030|229|10|22|88
1|3|235|0|585|0|1|F|53528|21006|1021|213|10|9|35
1|3|235|0|585|0|1|M|53534|1005|1030|231|12|31|74
1|3|235|0|585|0|1|M|53534|21006|1021|223|12|15|20
1|3|235|0|585|0|2|F|53529|1005|1030|260|15|18|82
1|3|235|0|585|0|2|F|53529|21006|1021|258|15|31|22
1|3|235|0|585|0|2|M|53535|1005|1030|223|6|12|90
1|3|235|0|585|0|2|M|53535|21006|1021|227|6|29|17
1|3|235|0|585|0|3|F|53530|1005|1030|272|6|25|81
1|3|235|0|585|0|3|F|53530|21006|1021|272|6|33|27
1|3|235|0|585|0|3|M|53536|1005|1030|211|8|18|98
1|3|235|0|585|0|3|M|53536|21006|1021|206|8|21|13
1|3|235|0|585|0|4|F|53531|1005|1030|252|12|22|81
1|3|235|0|585|0|4|F|53531|21006|1021|243|12|26|26
1|3|235|0|585|0|4|M|53537|1005|1030|240|6|32|84
1|3|235|0|585|0|4|M|53537|21006|1021|247|6|25|36
1|3|235|0|585|0|5|F|53532|1005|1030|276|9|17|78
1|3|235|0|585|0|5|F|53532|21006|1021|261|9|35|30
1|3|235|0|585|0|5|M|53538|1005|1030|53|1|0|12
1|3|235|0|585|0|5|M|53538|21006|1021|56|1|9|10
1|3|235|0|585|0|6|F|53533|1005|1030|64|2|21|24
1|3|235|0|585|0|6|F|53533|21006|1021|67|2|21|2
1|3|235|0|1445|1|1|F|53539|1005|1030|266|25|30|49
1|3|235|0|1445|1|1|F|53539|21006|1021|274|25|22|35
1|3|235|0|1445|1|1|M|53549|1005|1030|249|5|22|44
1|3|235|0|1445|1|1|M|53549|21006|1021|245|5|10|52
1|3|235|0|1445|1|2|F|53540|1005|1030|280|11|15|40
1|3|235|0|1445|1|2|F|53540|21006|1021|281|11|23|50
1|3|235|0|1445|1|2|M|53550|1005|1030|236|9|14|30
1|3|235|0|1445|1|2|M|53550|21006|1021|233|9|32|64
1|3|235|0|1445|1|3|F|53541|1005|1030|288|6|18|56
1|3|235|0|1445|1|3|F|53541|21006|1021|277|6|27|73
1|3|235|0|1445|1|3|M|53551|1005|1030|235|3|4|26
1|3|235|0|1445|1|3|M|53551|21006|1021|239|3|14|83
1|3|235|0|1445|1|4|F|53542|1005|1030|291|1|28|30
1|3|235|0|1445|1|4|F|53542|21006|1021|294|1|17|61
1|3|235|0|1445|1|4|M|53552|1005|1030|249|5|9|89
1|3|235|0|1445|1|4|M|53552|21006|1021|250|5|15|33
1|3|235|0|1445|1|5|F|53543|1005|1030|269|4|31|71
1|3|235|0|1445|1|5|F|53543|21006|1021|277|4|34|36
1|3|235|0|1445|1|5|M|53553|1005|1030|246|6|25|72
1|3|235|0|1445|1|5|M|53553|21006|1021|244|6|21|44
1|3|235|0|1445|1|6|F|53544|1005|1030|266|9|22|56
1|3|235|0|1445|1|6|F|53544|21006|1021|271|9|34|36
1|3|235|0|1445|1|6|M|53554|1005|1030|251|3|9|42
1|3|235|0|1445|1|6|M|53554|21006|1021|243|3|14|48
1|3|235|0|1445|1|7|F|53545|1005|1030|274|3|28|39
1|3|235|0|1445|1|7|F|53545|21006|1021|261|3|18|48
1|3|235|0|1445|1|7|M|53555|1005|1030|250|8|17|42
1|3|235|0|1445|1|7|M|53555|21006|1021|254|8|13|38
1|3|235|0|1445|1|8|F|53546|1005|1030|257|9|20|37
1|3|235|0|1445|1|8|F|53546|21006|1021|270|9|21|48
1|3|235|0|1445|1|8|M|53556|1005|1030|162|1|9|30
1|3|235|0|1445|1|8|M|53556|21006|1021|150|1|18|23
1|3|235|0|1445|1|9|F|53547|1005|1030|276|5|44|62
1|3|235|0|1445|1|9|F|53547|21006|1021|264|5|37|40
1|3|235|0|1445|1|10|F|53548|1005|1030|165|7|15|30
1|3|235|0|1445|1|10|F|53548|21006|1021|158|7|11|19
1|3|235|0|1445|2|1|F|53557|1005|1030|236|19|27|17
1|3|235|0|1445|2|1|F|53557|21006|1021|235|19|16|37
1|3|235|0|1445|2|1|M|53558|1005|1030|144|6|7|24
1|3|235|0|1445|2|1|M|53558|21006|1021|140|6|9|10
1|3|235|0|1445|3|1|F|53559|1005|1030|80|2|0|38
1|3|235|0|1445|3|1|F|53559|21006|1021|75|2|3|0
1|3|235|0|1445|3|1|M|53560|1005|1030|47|0|0|24
1|3|235|0|1445|3|1|M|53560|21006|1021|54|0|1|11
1|3|235|0|1825|1|1|F|53561|1005|1030|253|10|27|111
1|3|235|0|1825|1|1|F|53561|21006|1021|252|10|29|60
1|3|235|0|1825|1|1|M|53570|1005|1030|260|6|15|113
1|3|235|0|1825|1|1|M|53570|21006|1021|258|6|22|76
1|3|235|0|1825|1|2|F|53562|1005|1030|270|5|37|115
1|3|235|0|1825|1|2|F|53562|21006|1021|257|5|29|41
1|3|235|0|1825|1|2|M|53571|1005|1030|243|6|35|108
1|3|235|0|1825|1|2|M|53571|21006|1021|256|6|30|67
1|3|235|0|1825|1|3|F|53563|1005|1030|280|7|27|106
1|3|235|0|1825|1|3|F|53563|21006|1021|281|7|23|73
1|3|235|0|1825|1|3|M|53572|1005|1030|258|3|33|95
1|3|235|0|1825|1|3|M|53572|21006|1021|277|3|26|55
1|3|235|0|1825|1|4|F|53564|1005|1030|272|4|27|111
1|3|235|0|1825|1|4|F|53564|21006|1021|274|4|31|58
1|3|235|0|1825|1|4|M|53573|1005|1030|258|4|31|146
1|3|235|0|1825|1|4|M|53573|21006|1021|257|4|34|51
1|3|235|0|1825|1|5|F|53565|1005|1030|256|12|16|118
1|3|235|0|1825|1|5|F|53565|21006|1021|269|12|15|70
1|3|235|0|1825|1|5|M|53574|1005|1030|255|5|14|131
1|3|235|0|1825|1|5|M|53574|21006|1021|251|5|29|53
1|3|235|0|1825|1|6|F|53566|1005|1030|270|12|17|90
1|3|235|0|1825|1|6|F|53566|21006|1021|274|12|17|59
1|3|235|0|1825|1|6|M|53575|1005|1030|273|6|29|86
1|3|235|0|1825|1|6|M|53575|21006|1021|281|6|20|58
1|3|235|0|1825|1|7|F|53567|1005|1030|290|14|29|108
1|3|235|0|1825|1|7|F|53567|21006|1021|294|14|29|30
1|3|235|0|1825|1|7|M|53576|1005|1030|253|15|25|115
1|3|235|0|1825|1|7|M|53576|21006|1021|255|15|20|32
1|3|235|0|1825|1|8|F|53568|1005|1030|271|5|34|126
1|3|235|0|1825|1|8|F|53568|21006|1021|280|5|34|37
1|3|235|0|1825|1|9|F|53569|1005|1030|103|1|18|49
1|3|235|0|1825|1|9|F|53569|21006|1021|118|1|13|14
1|3|235|0|1825|2|1|F|53577|1005|1030|107|3|17|55
1|3|235|0|1825|2|1|F|53577|21006|1021|113|3|9|15
1|3|235|0|1825|2|1|M|53578|1005|1030|93|1|10|64
1|3|235|0|1825|2|1|M|53578|21006|1021|81|1|1|20
1|3|235|0|2220|0|1|F|53579|1005|1030|271|11|46|76
1|3|235|0|2220|0|1|F|53579|21006|1021|263|11|34|28
1|3|235|0|2220|0|1|M|53584|1005|1030|221|19|35|39
1|3|235|0|2220|0|1|M|53584|21006|1021|214|19|38|22
1|3|235|0|2220|0|2|F|53580|1005|1030|253|5|29|69
1|3|235|0|2220|0|2|F|53580|21006|1021|247|5|28|42
1|3|235|0|2220|0|2|M|53585|1005|1030|251|0|30|64
1|3|235|0|2220|0|2|M|53585|21006|1021|249|0|30|39
1|3|235|0|2220|0|3|F|53581|1005|1030|254|17|24|54
1|3|235|0|2220|0|3|F|53581|21006|1021|244|17|30|4
1|3|235|0|2220|0|3|M|53586|1005|1030|216|3|27|65
1|3|235|0|2220|0|3|M|53586|21006|1021|214|3|12|42
1|3|235|0|2220|0|4|F|53582|1005|1030|235|17|32|58
1|3|235|0|2220|0|4|F|53582|21006|1021|226|17|29|18
1|3|235|0|2220|0|4|M|53587|1005|1030|172|8|23|49
1|3|235|0|2220|0|4|M|53587|21006|1021|175|8|19|28
1|3|235|0|2220|0|5|F|53583|1005|1030|251|10|27|55
1|3|235|0|2220|0|5|F|53583|21006|1021|267|10|36|14
1|3|235|0|2885|1|1|F|53588|1005|1030|255|11|34|66
1|3|235|0|2885|1|1|F|53588|21006|1021|260|11|25|29
1|3|235|0|2885|1|1|M|53591|1005|1030|247|9|38|73
1|3|235|0|2885|1|1|M|53591|21006|1021|247|9|38|26
1|3|235|0|2885|1|2|F|53589|1005|1030|267|7|41|46
1|3|235|0|2885|1|2|F|53589|21006|1021|266|7|31|22
1|3|235|0|2885|1|2|M|53592|1005|1030|227|10|35|36
1|3|235|0|2885|1|2|M|53592|21006|1021|216|10|27|10
1|3|235|0|2885|1|3|F|53590|1005|1030|98|3|23|26
1|3|235|0|2885|1|3|F|53590|21006|1021|98|3|9|18
1|3|235|0|2885|2|1|F|53593|1005|1030|112|4|15|6
1|3|235|0|2885|2|1|F|53593|21006|1021|114|4|20|6
1|3|235|0|2885|2|1|M|53594|1005|1030|66|2|17|6
1|3|235|0|2885|2|1|M|53594|21006|1021|69|2|13|1
1|3|235|0|3210|0|1|F|53595|1005|1030|266|7|54|58
1|3|235|0|3210|0|1|F|53595|21006|1021|255|7|49|24
1|3|235|0|3210|0|1|M|53598|1005|1030|237|9|17|58
1|3|235|0|3210|0|1|M|53598|21006|1021|242|9|31|31
1|3|235|0|3210|0|2|F|53596|1005|1030|263|27|53|46
1|3|235|0|3210|0|2|F|53596|21006|1021|246|27|53|21
1|3|235|0|3210|0|2|M|53599|1005|1030|251|11|15|62
1|3|235|0|3210|0|2|M|53599|21006|1021|259|11|12|25
1|3|235|0|3210|0|3|F|53597|1005|1030|169|13|27|40
1|3|235|0|3210|0|3|F|53597|21006|1021|177|13|32|18
1|3|235|0|3210|0|3|M|53600|1005|1030|102|5|22|12
1|3|235|0|3210|0|3|M|53600|21006|1021|86|5|3|9
1|3|235|0|3575|0|1|F|53601|1005|1030|260|9|22|73
1|3|235|0|3575|0|1|F|53601|21006|1021|255|9|31|46
1|3|235|0|3575|0|1|M|53606|1005|1030|269|6|24|65
1|3|235|0|3575|0|1|M|53606|21006|1021|266|6|17|42
1|3|235|0|3575|0|2|F|53602|1005|1030|272|6|22|107
1|3|235|0|3575|0|2|F|53602|21006|1021|266|6|10|26
1|3|235|0|3575|0|2|M|53607|1005|1030|257|6|19|86
1|3|235|0|3575|0|2|M|53607|21006|1021|256|6|29|22
1|3|235|0|3575|0|3|F|53603|1005|1030|271|18|22|81
1|3|235|0|3575|0|3|F|53603|21006|1021|264|18|22|30
1|3|235|0|3575|0|3|M|53608|1005|1030|236|11|23|80
1|3|235|0|3575|0|3|M|53608|21006|1021|246|11|24|29
1|3|235|0|3575|0|4|F|53604|1005|1030|264|13|24|74
1|3|235|0|3575|0|4|F|53604|21006|1021|264|13|17|45
1|3|235|0|3575|0|4|M|53609|1005|1030|257|7|24|71
1|3|235|0|3575|0|4|M|53609|21006|1021|256|7|19|27
1|3|235|0|3575|0|5|F|53605|1005|1030|196|7|21|67
1|3|235|0|3575|0|5|F|53605|21006|1021|192|7|13|18
1|3|235|0|3945|0|1|F|53610|1005|1030|251|7|32|90
1|3|235|0|3945|0|1|F|53610|21006|1021|259|7|33|23
1|3|235|0|3945|0|1|M|53612|1005|1030|259|5|33|113
1|3|235|0|3945|0|1|M|53612|21006|1021|275|5|34|23
1|3|235|0|3945|0|2|F|53611|1005|1030|303|8|40|91
1|3|235|0|3945|0|2|F|53611|21006|1021|316|8|24|13
1|3|235|0|3945|0|2|M|53613|1005|1030|215|6|19|98
1|3|235|0|3945|0|2|M|53613|21006|1021|222|6|2|25
1|3|235|0|5065|1|1|F|53614|1005|1030|271|3|24|83
1|3|235|0|5065|1|1|F|53614|21006|1021|276|3|13|127
1|3|235|0|5065|1|1|M|53659|1005|1030|278|0|21|77
1|3|235|0|5065|1|1|M|53659|21006|1021|277|0|23|102
1|3|235|0|5065|1|2|F|53615|1005|1030|294|2|25|66
1|3|235|0|5065|1|2|F|53615|21006|1021|292|2|17|116
1|3|235|0|5065|1|2|M|53660|1005|1030|288|1|20|92
1|3|235|0|5065|1|2|M|53660|21006|1021|296|1|34|127
1|3|235|0|5065|1|3|F|53616|1005|1030|277|8|31|76
1|3|235|0|5065|1|3|F|53616|21006|1021|283|8|27|87
1|3|235|0|5065|1|3|M|53661|1005|1030|275|6|21|67
1|3|235|0|5065|1|3|M|53661|21006|1021|266|6|12|107
1|3|235|0|5065|1|4|F|53617|1005|1030|290|3|18|75
1|3|235|0|5065|1|4|F|53617|21006|1021|287|3|14|205
1|3|235|0|5065|1|4|M|53662|1005|1030|289|3|11|83
1|3|235|0|5065|1|4|M|53662|21006|1021|281|3|5|136
1|3|235|0|5065|1|5|F|53618|1005|1030|287|1|30|66
1|3|235|0|5065|1|5|F|53618|21006|1021|282|1|24|126
1|3|235|0|5065|1|5|M|53663|1005|1030|265|4|20|83
1|3|235|0|5065|1|5|M|53663|21006|1021|267|4|24|106
1|3|235|0|5065|1|6|F|53619|1005|1030|280|7|24|53
1|3|235|0|5065|1|6|F|53619|21006|1021|277|7|7|138
1|3|235|0|5065|1|6|M|53664|1005|1030|272|3|8|75
1|3|235|0|5065|1|6|M|53664|21006|1021|288|3|11|88
1|3|235|0|5065|1|7|F|53620|1005|1030|267|2|21|78
1|3|235|0|5065|1|7|F|53620|21006|1021|266|2|27|90
1|3|235|0|5065|1|7|M|53665|1005|1030|286|4|22|88
1|3|235|0|5065|1|7|M|53665|21006|1021|294|4|5|118
1|3|235|0|5065|1|8|F|53621|1005|1030|291|3|19|73
1|3|235|0|5065|1|8|F|53621|21006|1021|281|3|15|120
1|3|235|0|5065|1|8|M|53666|1005|1030|270|1|27|72
1|3|235|0|5065|1|8|M|53666|21006|1021|285|1|32|151
1|3|235|0|5065|1|9|F|53622|1005|1030|299|5|11|84
1|3|235|0|5065|1|9|F|53622|21006|1021|287|5|26|130
1|3|235|0|5065|1|9|M|53667|1005|1030|263|1|13|84
1|3|235|0|5065|1|9|M|53667|21006|1021|261|1|23|97
1|3|235|0|5065|1|10|F|53623|1005|1030|277|12|14|59
1|3|235|0|5065|1|10|F|53623|21006|1021|275|12|8|126
1|3|235|0|5065|1|10|M|53668|1005|1030|246|7|23|47
1|3|235|0|5065|1|10|M|53668|21006|1021|258|7|22|83
1|3|235|0|5065|1|11|F|53624|1005|1030|273|4|31|77
1|3|235|0|5065|1|11|F|53624|21006|1021|286|4|27|58
1|3|235|0|5065|1|11|M|53669|1005|1030|274|8|8|59
1|3|235|0|5065|1|11|M|53669|21006|1021|287|8|19|161
1|3|235|0|5065|1|12|F|53625|1005|1030|275|3|21|56
1|3|235|0|5065|1|12|F|53625|21006|1021|272|3|18|126
1|3|235|0|5065|1|12|M|53670|1005|1030|284|0|24|93
1|3|235|0|5065|1|12|M|53670|21006|1021|286|0|25|100
1|3|235|0|5065|1|13|F|53626|1005|1030|272|5|17|61
1|3|235|0|5065|1|13|F|53626|21006|1021|280|5|20|117
1|3|235|0|5065|1|13|M|53671|1005|1030|270|2|27|75
1|3|235|0|5065|1|13|M|53671|21006|1021|273|2|27|158
1|3|235|0|5065|1|14|F|53627|1005|1030|289|2|16|75
1|3|235|0|5065|1|14|F|53627|21006|1021|278|2|20|126
1|3|235|0|5065|1|14|M|53672|1005|1030|267|9|16|63
1|3|235|0|5065|1|14|M|53672|21006|1021|280|9|12|159
1|3|235|0|5065|1|15|F|53628|1005|1030|278|4|24|53
1|3|235|0|5065|1|15|F|53628|21006|1021|290|4|28|162
1|3|235|0|5065|1|15|M|53673|1005|1030|260|4|12|75
1|3|235|0|5065|1|15|M|53673|21006|1021|261|4|8|117
1|3|235|0|5065|1|16|F|53629|1005|1030|293|3|12|53
1|3|235|0|5065|1|16|F|53629|21006|1021|291|3|17|127
1|3|235|0|5065|1|16|M|53674|1005|1030|269|3|8|87
1|3|235|0|5065|1|16|M|53674|21006|1021|261|3|9|98
1|3|235|0|5065|1|17|F|53630|1005|1030|292|9|22|59
1|3|235|0|5065|1|17|F|53630|21006|1021|276|9|23|108
1|3|235|0|5065|1|17|M|53675|1005|1030|252|6|21|100
1|3|235|0|5065|1|17|M|53675|21006|1021|268|6|11|135
1|3|235|0|5065|1|18|F|53631|1005|1030|272|3|17|98
1|3|235|0|5065|1|18|F|53631|21006|1021|268|3|17|83
1|3|235|0|5065|1|18|M|53676|1005|1030|268|3|13|90
1|3|235|0|5065|1|18|M|53676|21006|1021|275|3|15|92
1|3|235|0|5065|1|19|F|53632|1005|1030|291|8|22|67
1|3|235|0|5065|1|19|F|53632|21006|1021|276|8|12|160
1|3|235|0|5065|1|19|M|53677|1005|1030|293|3|35|75
1|3|235|0|5065|1|19|M|53677|21006|1021|293|3|34|144
1|3|235|0|5065|1|20|F|53633|1005|1030|278|4|23|90
1|3|235|0|5065|1|20|F|53633|21006|1021|272|4|26|100
1|3|235|0|5065|1|20|M|53678|1005|1030|292|7|3|79
1|3|235|0|5065|1|20|M|53678|21006|1021|291|7|20|130
1|3|235|0|5065|1|21|F|53634|1005|1030|276|5|18|59
1|3|235|0|5065|1|21|F|53634|21006|1021|260|5|11|137
1|3|235|0|5065|1|21|M|53679|1005|1030|276|6|16|62
1|3|235|0|5065|1|21|M|53679|21006|1021|282|6|19|116
1|3|235|0|5065|1|22|F|53635|1005|1030|268|3|14|78
1|3|235|0|5065|1|22|F|53635|21006|1021|270|3|33|114
1|3|235|0|5065|1|22|M|53680|1005|1030|268|5|25|77
1|3|235|0|5065|1|22|M|53680|21006|1021|281|5|23|111
1|3|235|0|5065|1|23|F|53636|1005|1030|273|3|14|34
1|3|235|0|5065|1|23|F|53636|21006|1021|279|3|7|118
1|3|235|0|5065|1|23|M|53681|1005|1030|281|4|14|89
1|3|235|0|5065|1|23|M|53681|21006|1021|265|4|8|117
